"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.33743362372","1651.45929519612","1752.95311640643","1867.12401935202","1994.54029446663","2144.90758577304","2322.97563853017","2556.86885744326","2804.66982143087","3215.44776956112","3179.23899634523","3297.92312514738","3322.5746609388","3696.64259541901","3416.58697871927","3156.46805942334","3328.5812602058","3617.12273866415","4130.79186744148","5531.98955532475","6338.64980537359","6622.43954615513","7165.16716453145","7695.04050021316","8873.80782039354","9888.61577269861","10339.3479331758","11150.5066701726","11381.5458610174","12157.4030326011","12350.8804781187","11915.4966258397","11683.7093240435","11405.1751166522","11815.6768907258","12244.2420996251","12722.1709120905","17295.4696787464","18465.1393803936","20515.0319313527","21250.5818463926","21506.7441131334","22514.9447157155","22017.7077788761","22005.003101737","23416.9036853364","23733.8076764932","24321.0651105543","23674.1402078429","22060.9209798811","21881.0839449872","21490.3570814373","21908.2804602645","",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343.170841367944","530.126416687783","799.307256883323","1038.41024167982","1130.70639182092","1248.8605403724","1435.95768580097","1481.9457148652","1706.50195390992","2148.48434579877","2578.73808730919","2821.78774993989","3199.89683600131","3949.84208124907","4802.46674411594","4433.14617870841","4361.87713752689","4754.07423360573","4555.64456959007","",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1704.74030406477","1747.43867127761","1666.22751294157","1590.03540902938","1460.01754360249","1370.67270975184","1452.44700181708","1396.50216637274","1511.77026798131","1209.61488077994","1273.0491239487","1244.4419967652","1479.46532113219","1819.4790277163","2378.37489391196","3126.36777779462","3848.59629932721","4735.95313763859","6377.35969207257","5182.63040414387","5818.8548592158","6784.71183842843","6685.01874897634","",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.910555068923","316.417307018971","327.116645616226","336.941583050473","351.165332311984","377.587202718467","406.109123814586","420.405760359397","386.95324695472","396.657642438385","435.70117861594","474.448022225897","519.57167250442","605.933442475237","786.075061051571","885.977908578144","717.050788172437","858.815542626888","980.773105373744","1074.24915786792","1351.01386740293","1307.21168832929","1183.1839364216","1212.93800539084","1315.31351735665","1268.22139755997","1343.87514966352","1587.0876097561","1760.14219757862","1980.44378517517","2202.32247056816","2323.90329869621","2658.59225263949","2821.08483676076","2870.10601173807","2995.87253629997","3019.52364149796","2994.26100357825","3060.52644013464","3159.69979198217","3486.16431810752","3555.66014158666","3704.53676501615","3833.42494174479","3991.28433444008","4097.52868490733","4363.854687528","4509.32228263148","4665.74005941188","4446.60748930289","4529.88544856527","4720.81699759707","","",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.4021189224","1961.5381692465","2020.38596503345","2020.26524752445","2199.72700691179","2282.21654616239","2630.85046632946","2982.74970426108","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3095169516","28669.6822595785","30900.6948905109","31476.0631153068","33989.7223579821","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270036","70359.3191088798","75882.0338560339","83912.6977976846","90849.5869806436","93605.7481653976","88463.3128161375","88207.3275597322","85973.158416455","84460.3277474308","",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","167.935896212026","178.667055731481","191.053055855974","201.167870303339","221.607652738806","242.298893066017","258.990138213075","275.985382225934","226.042366022461","234.291925163248","241.193241936855","253.499748099088","283.937810125119","278.185834393226","451.335757304477","504.322228636733","559.362223413092","645.232905560442","733.797059352302","843.161077434799","845.142766241608","1071.76398765241","993.918534276816","940.996697521393","1045.65233076922","890.166150817915","640.216331245255","686.748681180239","709.348423753393","710.702520867732","716.448287251379","768.069880582412","792.311030237211","786.3573252899","801.366681033307","879.482145161463","947.482594175554","993.383834615191","1042.61057845188","995.512550953809","988.533289261028","939.145381073811","893.946888473092","896.372125236443","954.92208952179","1020.79030527715","1203.25418260396","1355.87943436499","1695.5573304073","1735.14337006244","1934.67525755732","2319.60852304638","2575.6836947783","",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","208.387302047849","203.19047502829","257.823301350306","289.058327514254","258.627944474235","258.238896078756","312.063323244665","343.526386268571","370.724583330701","399.732500717329","440.635447080875","499.903682890245","580.671136221504","767.994782921771","994.726006771348","1143.13221827052","1377.85723359531","1552.78133223427","1728.64326152589","1891.70590847145","1930.53847057884","2115.07437658982","2208.83259322146","1558.41852357432","1567.31560653806","1636.60116178228","1928.72017446016","2074.40951570041","2287.23700147505","2893.65780796247","3086.91549076378","2677.14990780073","2526.33662388136","2791.51867523496","3426.10182355551","4749.81420746546","5107.79391970463","5219.0981442674","4979.14484626424","3411.8658959803","3694.46266832805","3128.14484605408","2810.6953468642","3039.67162694263","3607.19157135551","4739.30543674805","5787.97557400914","7194.07894378426","8622.70867503966","8373.33974249069","10978.093553772","12575.9794079188","11339.5211084814","",
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD","378.514557469337","402.490651429279","416.963091816071","467.125124908006","462.23125806201","487.403185364219","523.904883806125","579.803142396861","579.332227834108","649.612924941097","760.636336205451","850.525001201606","966.924393056617","1171.98800720242","1392.87676428039","1637.03238076647","1767.98464288598","2003.41762942392","2233.01328509771","2701.83869989933","3458.57632854355","3792.41047062804","3945.32973781868","4168.85862726432","4521.96950908336","4710.67978292837","5149.99824991231","5647.81687171616","5984.12363077578","6593.03101482065","7801.91783779379","7714.46043113148","7475.77242750888","7818.41607054098","8197.25229362606","8595.25306335688","9139.89788587434","9634.31050194222","10831.8920022093","11314.0706514993","11675.2123956735","11600.4338491815","11756.2814443241","12077.8012435203","12893.5912272001","14224.9824540882","15691.8482629682","16335.9599242789","16358.0469250884","16460.7571163344","15812.2797757457","15503.3285545982","14917.1495051568","",
"Brunei Darussalam","BRN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","1112.4141173602","1235.65148362339","1233.9615299272","1360.96073789662","1301.50801025566","1380.52327960793","1455.51209032609","1909.49929014589","2925.15097853053","6953.80495534983","7265.98071816909","8507.31643488639","9968.59451231297","10765.7371977044","15011.2968632187","25531.4710667628","21926.6695270197","20795.8544203138","18227.9158110774","17440.2244897655","15798.0486236401","10280.9902539147","11672.3455085421","11083.9500703691","11954.1608354992","13702.4303373225","14003.8551993647","15384.3682831303","14681.483242571","14223.2590734312","16047.3623545757","16910.4688321398","16770.7837721938","12771.0228033235","14175.6111691489","18086.6040725177","16516.8367698214","16868.3920994004","18541.924527953","21819.2867381236","25913.5783745867","30613.27686658","32108.923800944","37093.9909039706","27212.0563734438","30880.3448566986","40244.3118178838","41126.6128435587","",
"Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","328.661255538854","345.196549471592","342.699202930655","372.096542332622","370.900704232443","367.010554827777","415.73055337125","505.16061059481","548.719396042234","521.133118636741","559.578142247915","467.45841044631","474.715994066878","453.206531351924","529.335256477793","595.267109697156","617.293335775231","702.230277497039","706.256238761261","763.828973044492","778.16644542427","820.056012604066","897.394345864808","1009.15519546076","1108.51834342772","1258.99099471804","1348.7308370525","1760.60121049576","1816.75100791194","1795.04750128891","2211.23290699529","2513.93675851974","2398.90581876592","",
"Botswana","BWA","GDP per capita (current US$)","NY.GDP.PCAP.CD","58.0179626201451","61.3022879392507","64.7911581131172","67.4807028503732","71.7859870855051","76.8390054321075","83.9436898387644","92.8770525685453","101.789896047602","115.221461796431","138.843956137234","177.297845590424","223.279508966559","318.831001852166","385.852365869003","431.655475744192","435.246369604657","508.142613673243","638.71118602559","853.314552362272","1063.5123265159","1038.17798272748","947.437172533766","1057.52983242528","1082.54792927597","941.017980878903","1137.99035426532","1555.66794176977","2029.2902978547","2295.46713445098","2739.0734844596","2767.87741044872","2830.2121579122","2763.6490308965","2757.04272599436","2987.52137937769","2990.61727369297","3029.09355138176","2831.00621764573","3179.42300669225","3297.47868418383","3078.27963150356","3006.59407040261","4098.8380263177","4829.51605855102","5294.3794776948","5341.39747164725","5711.72849197951","5746.97887241299","5178.43910919965","6980.36180915014","7697.39621472802","7238.01936511298","",
"Sub-Saharan Africa (IFC classification)","CAA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","GDP per capita (current US$)","NY.GDP.PCAP.CD","74.5962912057507","80.5206961826424","79.9680688318881","81.5878290874955","87.8588066127207","91.3222074332952","93.8454206170209","95.3244020285758","109.253011897717","104.923812111886","103.40979665013","108.031285862365","121.177526174978","139.978249469997","142.414233959328","187.698997448999","218.833956221456","240.592252878641","282.807923909747","316.515671398709","350.491206397405","296.918661835472","310.359091236801","265.125906616263","249.544851894738","329.719200820652","418.098189959439","438.205009874691","452.529551201508","432.714457908608","494.609856074723","462.270282844647","462.804066244771","409.191147448299","265.939380525534","340.504739883445","300.806324021306","273.814487858637","276.52935284466","280.003086891574","251.352640063074","251.571806971419","263.159703063067","297.614387349352","326.197313339578","340.907866947196","365.497083332553","413.48143857805","474.3894790148","464.513231301146","456.563408668306","498.780066855897","482.669726634042","",
"Canada","CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2294.56881421577","2231.2938237478","2255.23004413036","2354.83912197975","2529.5181790541","2739.58584928189","3010.70590757947","3173.07619352225","3411.06015434457","3703.99040525529","4047.26845485569","4503.18077976079","5048.48189569211","5764.26098041714","6915.88942663926","7354.26835769756","8624.61397225931","8731.67891661476","8931.29345460492","9831.07937063172","10933.7315638172","12075.0245958394","12217.3734337922","13113.1689308021","13506.3715403926","13711.5155993565","14076.7523440655","15876.8424072512","18522.6583709965","20289.7663725305","20968.041152761","21234.375796058","20320.4739640303","19549.0173442389","19390.4856423147","20117.0996076457","20684.9457847644","21260.2868099547","20390.3884480615","21681.3793050069","23559.5036897592","23017.3687489828","23425.2264265171","27335.308828525","31011.9112211881","35087.8925933298","39256.7093032424","43300.5609063578","45199.0825283821","39775.0365233049","46376.338041498","50578.3460191927","51206.1555920374","",
"East Asia and the Pacific (IFC classification)","CEA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe and Central Asia (IFC classification)","CEU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","GDP per capita (current US$)","NY.GDP.PCAP.CD","1787.36034770201","1971.31632279228","2131.39165159983","2294.18284731738","2501.29318996377","2620.475547353","2784.73354771646","2960.72258588384","3121.8890308772","3344.78360254639","3713.56183821111","4439.22854939015","5403.36390470028","7213.2557085783","8268.14071499433","9483.20520684882","9976.14878268345","10691.1237856204","14950.208282282","16771.3222235299","17807.3401261206","16219.9055229589","16527.4595047278","16398.2357356126","15601.2559553899","15748.9464593717","22458.8849830007","27950.2871291945","30016.1490876961","28747.4078535197","36337.0954900794","36309.5083218854","37383.0544619148","36027.2775442472","39566.6008668604","46014.2079808231","44123.0271482039","38407.9537612981","39227.0264471861","38290.6748794626","35639.4788575501","36328.1429099146","39350.442751953","45588.6198174723","50641.8372033313","51734.3038905002","54140.4981461317","59663.7702553755","68555.3718694938","65790.0673499881","70370.0163748279","83087.0528408196","78927.597913976","",
