"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IT.NET.USER.P2","Internet users (per 100 people)","Internet users are people with access to the worldwide network.","International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",
